campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
focused tangible array,2022-12-20,2024-03-10,24633.17,0.52,podcast,b2b,referral,0.45,477094.47,452461.3,2022,12,4,2024,3,1,Rendimiento medio,Rendimiento medio,54740.37777777777,0,0,0,0,1,0
organized heuristic customer loyalty,2022-08-14,2023-08-07,56844.8,0.17,email,b2b,referral,0.45,213233.35,156388.55,2022,8,3,2023,8,3,Rendimiento medio,Rendimiento medio,126321.77777777778,0,0,0,0,1,0
implemented radical array,2022-08-09,2024-02-11,50192.71,0.74,email,b2b,organic,0.13,579337.15,529144.4400000001,2022,8,3,2024,2,1,Rendimiento medio,Rendimiento medio,386097.7692307692,0,1,0,0,1,0
reactive even-keeled hardware,2023-04-20,2024-06-24,86585.56,0.62,email,b2b,organic,0.94,343542.86,256957.3,2023,4,2,2024,6,2,Alto rendimiento,Alto rendimiento,92112.29787234042,0,1,1,0,1,0
implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,b2b,organic,0.98,973522.31,958135.52,2023,7,3,2024,4,2,Rendimiento medio,Rendimiento medio,15700.806122448981,0,0,1,0,1,0
team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,b2c,organic,0.53,693941.43,637842.56,2023,5,2,2024,1,1,Alto rendimiento,Alto rendimiento,105846.92452830188,0,1,1,0,1,0
operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,b2b,organic,0.69,615345.97,528918.6,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,125257.0579710145,0,0,1,0,1,0
cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,b2b,organic,0.46,553547.53,541332.7100000001,2023,5,2,2023,11,4,Rendimiento medio,Rendimiento medio,26553.95652173913,0,0,0,0,1,0
versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,b2c,paid,0.8,564579.89,481491.57,2022,9,3,2023,9,3,Rendimiento medio,Rendimiento medio,103860.40000000001,0,0,1,1,1,0
de-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,b2c,promotion,0.11,24198.61,-55977.89,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,728877.2727272727,0,0,0,0,1,0
total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,b2b,promotion,0.39,831009.89,819568.21,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,29337.641025641024,0,0,0,0,1,0
progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,b2c,organic,0.67,340157.74,291792.51,2022,9,3,2024,6,2,Alto rendimiento,Alto rendimiento,72186.9104477612,0,1,1,0,1,0
business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,b2b,promotion,0.12,761650.71,675467.9299999999,2023,6,2,2023,9,3,Bajo rendimiento,Bajo rendimiento,718189.8333333334,0,0,0,0,0,0
optional holistic graphical user interface,2023-04-15,2024-06-10,87937.87,0.75,social media,b2b,promotion,0.96,186429.38,98491.51000000001,2023,4,2,2024,6,2,Alto rendimiento,Alto rendimiento,91601.94791666667,0,1,1,0,1,0
grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,b2c,promotion,0.21,737381.8,723448.8600000001,2023,4,2,2023,8,3,Rendimiento medio,Rendimiento medio,66347.33333333334,0,0,0,0,0,0
quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,b2c,promotion,0.76,875993.48,867669.1799999999,2023,2,1,2023,8,3,Alto rendimiento,Alto rendimiento,10953.026315789473,1,1,1,0,1,0
secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,b2b,organic,0.12,597726.39,587509.46,2022,9,3,2024,2,1,Bajo rendimiento,Bajo rendimiento,85141.08333333334,0,0,0,0,1,0
multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,b2c,promotion,0.45,508514.45,434916.32,2023,2,1,2024,3,1,Rendimiento medio,Rendimiento medio,163551.4,0,0,0,0,1,0
focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,b2c,promotion,0.55,503191.26,464087.93,2023,2,1,2024,5,2,Alto rendimiento,Alto rendimiento,71096.96363636364,0,1,1,0,1,0
reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,b2c,promotion,0.65,181824.5,175990.51,2023,1,1,2024,3,1,Rendimiento medio,Rendimiento medio,8975.36923076923,1,0,1,0,1,0
configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,b2c,promotion,0.3,511916.8,451016.83999999997,2023,1,1,2024,7,3,Rendimiento medio,Rendimiento medio,202999.86666666667,0,1,0,0,1,0
expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,b2b,promotion,0.22,794415.14,753818.31,2023,6,2,2023,12,4,Rendimiento medio,Rendimiento medio,184531.04545454547,0,1,0,0,0,0
reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,b2c,promotion,0.17,569047.55,543710.01,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,149044.35294117648,0,1,0,0,1,0
focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,b2c,promotion,0.6,783632.31,690567.9700000001,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,155107.23333333334,0,0,1,0,1,0
proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,b2c,promotion,0.84,579392.35,503782.70999999996,2023,1,1,2024,3,1,Rendimiento medio,Rendimiento medio,90011.4761904762,0,0,1,0,1,0
inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,b2c,promotion,0.55,52042.32,30102.34,2023,5,2,2024,7,3,Rendimiento medio,Rendimiento medio,39890.87272727273,0,0,1,0,1,0
optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,b2b,organic,0.44,917084.93,828048.17,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,202356.2727272727,0,1,0,0,1,0
expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,b2c,organic,0.37,899936.24,868809.54,2023,2,1,2024,6,2,Rendimiento medio,Rendimiento medio,84126.21621621621,0,1,0,0,1,0
compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,b2b,promotion,0.49,891145.72,839320.1,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,105766.57142857143,0,0,0,0,1,0
universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,b2c,organic,0.72,857045.98,785529.08,2023,4,2,2023,12,4,Rendimiento medio,Rendimiento medio,99329.02777777777,0,0,1,0,1,0
persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,b2c,promotion,0.24,369103.26,273368.15,2023,7,3,2023,9,3,Rendimiento medio,Rendimiento medio,398896.2916666667,0,0,0,0,0,0
object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,b2c,organic,0.77,415891.1,389628.81,2022,10,4,2023,12,4,Alto rendimiento,Alto rendimiento,34106.87012987013,0,1,1,0,1,0
innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,b2c,organic,0.28,758121.44,658542.0499999999,2023,3,1,2023,10,4,Rendimiento medio,Rendimiento medio,355640.6785714285,0,0,0,0,1,0
de-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,b2c,paid,0.77,574345.65,538380.28,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,46708.27272727273,0,0,1,1,1,0
integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,b2c,organic,0.67,402603.75,355402.37,2022,8,3,2024,6,2,Rendimiento medio,Rendimiento medio,70449.82089552238,0,0,1,0,1,0
innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,b2c,promotion,0.91,419378.34,352977.14,2023,4,2,2023,9,3,Alto rendimiento,Alto rendimiento,72968.35164835164,0,1,1,0,0,0
advanced clear-thinking graphical user interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,b2c,promotion,0.59,791308.71,721775.6,2023,1,1,2024,5,2,Alto rendimiento,Alto rendimiento,117852.72881355933,0,1,1,0,1,0
reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,b2b,organic,0.92,149637.56,76309.25,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,79704.68478260869,0,0,1,0,1,0
versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,b2b,promotion,0.45,578349.16,528312.36,2023,2,1,2023,12,4,Rendimiento medio,Rendimiento medio,111192.88888888889,0,0,0,0,1,0
switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,b2b,referral,0.19,542272.5,517716.81,2022,9,3,2023,9,3,Rendimiento medio,Rendimiento medio,129240.47368421052,0,1,0,0,1,0
up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,b2c,paid,0.97,927525.79,843732.51,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,86384.82474226804,0,0,1,1,1,0
secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,b2c,paid,0.43,293207.54,272715.22,2023,3,1,2023,10,4,Rendimiento medio,Rendimiento medio,47656.558139534885,0,0,0,1,1,0
down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,b2b,paid,0.69,574894.6,490836.70999999996,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,121823.02898550725,0,0,1,1,1,0
upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,b2b,promotion,0.71,268456.4,224434.7,2023,2,1,2023,9,3,Alto rendimiento,Alto rendimiento,62002.39436619718,0,1,1,0,1,0
reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,b2c,referral,0.19,46016.24,-26617.510000000002,2022,11,4,2024,5,2,Rendimiento medio,Rendimiento medio,382282.8947368421,0,0,0,0,1,0
implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,b2c,organic,0.84,789172.99,747069.39,2022,12,4,2024,5,2,Alto rendimiento,Alto rendimiento,50123.333333333336,0,1,1,0,1,0
progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,b2c,referral,0.25,576624.43,545673.3,2023,2,1,2024,1,1,Rendimiento medio,Rendimiento medio,123804.52,0,1,0,0,1,0
visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,b2b,paid,0.5,641884.2,637208.7699999999,2022,9,3,2024,7,3,Rendimiento medio,Rendimiento medio,9350.86,1,1,0,1,1,0
pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,b2c,organic,0.9,350758.89,295416.89,2022,8,3,2023,11,4,Rendimiento medio,Rendimiento medio,61491.11111111111,0,0,1,0,1,0
triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,b2b,organic,0.0,460534.5,376867.26,2022,11,4,2024,6,2,Bajo rendimiento,Bajo rendimiento,inf,0,0,0,0,1,0
managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,b2c,promotion,0.24,325212.98,255300.61,2022,12,4,2023,11,4,Rendimiento medio,Rendimiento medio,291301.5416666667,0,1,0,0,1,0
visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,b2b,organic,0.56,931667.61,863463.97,2022,10,4,2024,7,3,Alto rendimiento,Alto rendimiento,121792.21428571428,0,1,1,0,1,0
ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,b2b,organic,0.98,940582.98,886734.47,2022,8,3,2024,5,2,Rendimiento medio,Rendimiento medio,54947.45918367347,0,0,1,0,1,0
enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,b2b,organic,0.73,197904.55,195565.25,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,3204.5205479452056,1,0,1,0,1,0
decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,b2c,promotion,0.9,547794.76,462632.55,2023,1,1,2024,3,1,Rendimiento medio,Rendimiento medio,94624.67777777779,0,0,1,0,1,0
cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,b2c,paid,0.2,540285.9,482873.37,2022,8,3,2023,9,3,Rendimiento medio,Rendimiento medio,287062.64999999997,0,1,0,1,1,0
universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,b2b,promotion,0.22,572556.5,555505.29,2023,5,2,2024,7,3,Rendimiento medio,Rendimiento medio,77505.5,0,1,0,0,1,0
universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,b2b,organic,0.42,346919.49,326312.97,2023,3,1,2024,1,1,Rendimiento medio,Rendimiento medio,49063.14285714286,0,0,0,0,1,0
public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,b2b,paid,0.16,105353.85,86716.58,2022,11,4,2024,7,3,Bajo rendimiento,Bajo rendimiento,116482.9375,0,0,0,1,1,0
secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,b2b,referral,0.16,755718.77,697859.98,2022,9,3,2023,12,4,Bajo rendimiento,Bajo rendimiento,361617.4375,0,0,0,0,1,0
implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,b2c,promotion,0.35,286921.83,276988.01,2023,7,3,2023,9,3,Rendimiento medio,Rendimiento medio,28382.34285714286,1,0,0,0,0,0
open-architected responsive array,2022-12-24,2023-12-10,55733.12,0.34,social media,b2c,promotion,0.31,148330.9,92597.78,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,179784.25806451615,0,0,0,0,1,0
reverse-engineered client-server neural-net,2023-01-19,2024-02-17,3854.95,0.12,social media,b2b,promotion,0.34,223877.3,220022.34999999998,2023,1,1,2024,2,1,Rendimiento medio,Rendimiento medio,11338.088235294117,1,0,0,0,1,0
networked upward-trending forecast,2023-07-06,2024-01-23,43185.33,0.47,email,b2b,referral,0.72,918409.28,875223.9500000001,2023,7,3,2024,1,1,Rendimiento medio,Rendimiento medio,59979.62500000001,0,0,1,0,1,0
multi-layered optimal pricing structure,2023-01-28,2023-11-21,35728.11,0.35,webinar,b2c,organic,0.97,556729.13,521001.02,2023,1,1,2023,11,4,Rendimiento medio,Rendimiento medio,36833.10309278351,0,0,1,0,1,0
persistent stable leverage,2023-01-15,2023-10-04,70220.82,0.5,social media,b2b,paid,0.33,89723.88,19503.059999999998,2023,1,1,2023,10,4,Rendimiento medio,Rendimiento medio,212790.36363636365,0,0,0,1,1,0
focused stable analyzer,2023-06-28,2024-06-06,39506.88,0.55,webinar,b2c,organic,0.81,753417.28,713910.4,2023,6,2,2024,6,2,Rendimiento medio,Rendimiento medio,48773.92592592592,0,0,1,0,1,0
networked exuding instruction set,2022-09-11,2024-02-27,93971.2,0.39,podcast,b2c,promotion,0.29,232132.15,138160.95,2022,9,3,2024,2,1,Rendimiento medio,Rendimiento medio,324038.6206896552,0,0,0,0,1,0
multi-layered intermediate conglomeration,2022-08-30,2024-04-17,51220.79,0.41,webinar,b2c,referral,0.13,784728.26,733507.47,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,394006.07692307694,0,0,0,0,1,0
visionary 24hour circuit,2022-08-26,2024-06-21,88113.95,0.39,email,b2b,paid,0.49,528254.15,440140.2,2022,8,3,2024,6,2,Rendimiento medio,Rendimiento medio,179824.38775510204,0,0,0,1,1,0
optional even-keeled functionalities,2023-01-01,2023-08-23,62829.72,0.5,webinar,b2c,referral,0.62,253765.71,190935.99,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,101338.25806451614,0,0,1,0,1,0
de-engineered systematic conglomeration,2023-05-02,2023-12-26,79350.42,0.81,webinar,b2c,organic,0.57,332867.82,253517.40000000002,2023,5,2,2023,12,4,Alto rendimiento,Alto rendimiento,139211.26315789475,0,1,1,0,1,0
extended 24hour contingency,2023-07-07,2023-08-18,69815.82,0.16,podcast,b2c,organic,0.27,2810.51,-67005.31000000001,2023,7,3,2023,8,3,Rendimiento medio,Rendimiento medio,258577.11111111112,0,0,0,0,0,0
user-centric clear-thinking interface,2022-08-28,2024-05-27,29206.8,0.6,social media,b2c,referral,0.34,628376.14,599169.34,2022,8,3,2024,5,2,Rendimiento medio,Rendimiento medio,85902.35294117646,0,0,0,0,1,0
programmable optimal capability,2023-06-06,2024-02-27,59160.0,0.77,email,b2b,organic,0.69,376200.21,317040.21,2023,6,2,2024,2,1,Alto rendimiento,Alto rendimiento,85739.13043478261,0,1,1,0,1,0
optimized zero administration approach,2023-04-07,2023-11-13,17097.49,0.3,email,b2b,referral,0.82,378447.69,361350.2,2023,4,2,2023,11,4,Rendimiento medio,Rendimiento medio,20850.597560975613,0,0,1,0,1,0
robust directional complexity,2023-03-16,2024-07-27,31330.31,0.35,email,b2b,organic,0.77,820739.68,789409.37,2023,3,1,2024,7,3,Rendimiento medio,Rendimiento medio,40688.71428571429,0,0,1,0,1,0
reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,35539.13,0.53,social media,b2c,referral,0.68,579364.9,543825.77,2022,12,4,2023,11,4,Rendimiento medio,Rendimiento medio,52263.42647058823,0,0,1,0,1,0
secured incremental moratorium,2022-08-04,2023-08-28,43792.4,0.94,webinar,b2b,paid,0.81,70347.37,26554.969999999994,2022,8,3,2023,8,3,Alto rendimiento,Alto rendimiento,54064.69135802469,0,1,1,1,1,0
universal asymmetric extranet,2023-03-07,2024-04-30,80292.7,0.6,webinar,b2b,referral,0.25,19497.73,-60794.97,2023,3,1,2024,4,2,Rendimiento medio,Rendimiento medio,321170.8,0,0,0,0,1,0
user-friendly next generation challenge,2023-01-27,2023-09-10,93319.78,0.61,social media,b2b,promotion,0.57,738244.49,644924.71,2023,1,1,2023,9,3,Alto rendimiento,Alto rendimiento,163718.91228070177,0,1,1,0,1,0
vision-oriented zero tolerance hardware,2023-01-13,2023-12-28,25534.3,0.9,email,b2c,paid,0.99,141758.95,116224.65000000001,2023,1,1,2023,12,4,Alto rendimiento,Alto rendimiento,25792.222222222223,0,1,1,1,1,0
reverse-engineered static infrastructure,2023-07-16,2023-08-07,7315.35,0.86,email,b2c,referral,0.7,162798.55,155483.19999999998,2023,7,3,2023,8,3,Alto rendimiento,Alto rendimiento,10450.500000000002,1,1,1,0,0,0
managed leadingedge knowledge user,2023-03-04,2024-01-27,4714.75,0.66,email,b2b,referral,0.12,650653.56,645938.81,2023,3,1,2024,1,1,Rendimiento medio,Rendimiento medio,39289.583333333336,1,1,0,0,1,0
multi-channeled full-range framework,2023-07-01,2023-08-31,83835.24,0.16,webinar,b2c,organic,0.48,161707.63,77872.39,2023,7,3,2023,8,3,Rendimiento medio,Rendimiento medio,174656.75000000003,0,0,0,0,0,0
optional secondary website,2022-12-13,2023-09-12,17625.0,0.22,webinar,b2b,paid,0.18,517206.57,499581.57,2022,12,4,2023,9,3,Bajo rendimiento,Bajo rendimiento,97916.66666666667,0,0,0,1,1,0
open-source fault-tolerant open architecture,2023-06-03,2024-07-31,29827.35,0.52,webinar,b2c,referral,0.36,310553.26,280725.91000000003,2023,6,2,2024,7,3,Rendimiento medio,Rendimiento medio,82853.75,0,0,0,0,1,0
distributed dynamic process improvement,2022-09-17,2023-10-06,62616.23,0.59,email,b2b,organic,0.7,652592.33,589976.1,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,89451.75714285715,0,0,1,0,1,0
triple-buffered exuding local area network,2022-12-19,2023-11-21,47196.25,0.9,podcast,b2c,promotion,0.92,572836.7,525640.45,2022,12,4,2023,11,4,Alto rendimiento,Alto rendimiento,51300.27173913043,0,1,1,0,1,0
vision-oriented 24hour migration,2022-09-30,2023-12-07,4072.67,0.15,social media,b2c,organic,0.18,7636.54,3563.87,2022,9,3,2023,12,4,Bajo rendimiento,Bajo rendimiento,22625.944444444445,1,0,0,0,1,0
intuitive 4thgeneration access,2022-08-16,2024-07-28,82509.65,0.78,social media,b2b,referral,0.29,702414.14,619904.49,2022,8,3,2024,7,3,Rendimiento medio,Rendimiento medio,284516.0344827586,0,1,0,0,1,0
organic multi-tasking hardware,2022-11-28,2024-02-12,50412.87,0.91,social media,b2b,promotion,0.27,334303.84,283890.97000000003,2022,11,4,2024,2,1,Rendimiento medio,Rendimiento medio,186714.33333333334,0,1,0,0,1,0
switchable solution-oriented success,2023-06-13,2024-03-06,93586.76,0.96,social media,b2c,organic,0.87,601987.53,508400.77,2023,6,2,2024,3,1,Alto rendimiento,Alto rendimiento,107570.98850574713,0,1,1,0,1,0
multi-channeled 5thgeneration methodology,2023-01-19,2024-02-28,7401.5,0.9,podcast,b2b,organic,0.12,537274.2,529872.7,2023,1,1,2024,2,1,Rendimiento medio,Rendimiento medio,61679.16666666667,1,1,0,0,1,0
object-based scalable utilization,2023-01-29,2023-12-01,97845.91,0.18,webinar,b2b,paid,0.63,985580.9,887734.99,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,155310.96825396825,0,0,1,1,1,0
operative tangible firmware,2023-04-19,2024-06-25,77555.4,0.8,email,b2c,organic,0.21,613448.3,535892.9,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,369311.4285714286,0,1,0,0,1,0
up-sized user-facing secured line,2022-10-02,2023-10-29,11168.71,0.8,social media,b2c,promotion,0.2,277549.41,266380.69999999995,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,55843.549999999996,0,1,0,0,1,0
public-key multi-tasking throughput,2023-04-01,2024-02-23,8082.3,0.35,email,b2b,organic,0.4,709593.48,701511.1799999999,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,20205.75,1,0,0,0,1,0
balanced solution-oriented local area network,2022-12-20,2023-10-11,84643.1,0.37,podcast,b2b,paid,0.28,458227.42,373584.31999999995,2022,12,4,2023,10,4,Rendimiento medio,Rendimiento medio,302296.7857142857,0,0,0,1,1,0
distributed real-time methodology,2022-09-26,2023-09-27,14589.75,0.47,webinar,b2b,organic,0.19,89958.73,75368.98,2022,9,3,2023,9,3,Rendimiento medio,Rendimiento medio,76788.15789473684,0,0,0,0,1,0
